Result, First, Second
0, 124, 131
0, 4, 21
0, 129, 180
0, 104, 29
-1, 85, 0
0, 161, 134
0, 101, 102
-1, 94, 6
0, 193, 5
1, 125, 6
0, 27, 42
0, 3, 34
0, 70, 14
0, 177, 165
0, 171, 43
-1, 99, 87
0, 138, 134
-1, 46, 183
0, 71, 165
0, 131, 69
0, 14, 144
0, 137, 152
0, 122, 98
0, 54, 25
0, 61, 157
0, 60, 62
0, 10, 89
0, 67, 39
0, 180, 162
0, 100, 182
0, 87, 156
0, 100, 134
0, 79, 156
0, 9, 180
-1, 133, 78
0, 133, 105
0, 64, 48
1, 119, 113
0, 63, 115
0, 164, 98
0, 129, 7
0, 1, 22
0, 2, 141
0, 127, 98
0, 126, 94
-1, 29, 51
1, 179, 79
0, 126, 67
0, 26, 138
1, 151, 155
1, 28, 46
0, 73, 86
1, 129, 63
-1, 137, 79
0, 72, 19
0, 155, 111
1, 0, 188
1, 15, 23
0, 176, 125
0, 138, 44
-1, 82, 42
0, 169, 34
0, 22, 83
0, 169, 22
0, 26, 179
0, 175, 126
0, 43, 16
0, 52, 3
-1, 66, 163
0, 111, 18
-1, 147, 166
-1, 122, 179
0, 68, 160
0, 118, 69
0, 64, 167
0, 67, 98
-1, 115, 195
0, 115, 5
0, 133, 188
1, 0, 40
0, 68, 35
1, 93, 186
0, 82, 79
0, 69, 104
-1, 88, 30
0, 136, 170
1, 156, 75
0, 134, 52
1, 193, 122
0, 110, 135
0, 146, 55
0, 160, 134
0, 80, 96
0, 42, 189
0, 111, 122
0, 139, 49
0, 196, 193
0, 121, 178
0, 2, 63
0, 12, 30
1, 158, 187
0, 30, 56
0, 114, 22
1, 57, 186
0, 55, 154
0, 139, 167
0, 194, 149
-1, 16, 183
1, 75, 105
-1, 187, 117
-1, 148, 47
0, 92, 48
0, 164, 175
0, 12, 28
0, 85, 14
0, 150, 22
1, 86, 187
0, 17, 101
0, 9, 109
1, 109, 21
-1, 123, 136
1, 79, 110
0, 163, 102
-1, 50, 91
0, 166, 165
-1, 123, 160
1, 2, 70
1, 191, 106
1, 106, 58
1, 35, 63
0, 112, 23
0, 138, 122
1, 167, 9
0, 140, 136
-1, 104, 19
0, 20, 103
-1, 65, 183
0, 21, 65
1, 162, 182
1, 13, 113
0, 93, 30
-1, 147, 143
0, 28, 105
-1, 11, 20
0, 110, 137
-1, 149, 7
0, 5, 91
0, 185, 120
1, 15, 157
0, 185, 195
1, 184, 108
-1, 102, 51
0, 50, 124
-1, 30, 29
1, 129, 82
1, 140, 82
1, 103, 137
0, 107, 26
0, 151, 194
1, 164, 55
0, 183, 69
-1, 108, 172
-1, 133, 132
0, 79, 135
-1, 96, 68
-1, 173, 143
0, 152, 110
0, 188, 55
0, 179, 85
-1, 114, 180
0, 80, 156
-1, 106, 138
0, 195, 38
-1, 59, 129
-1, 4, 104
1, 121, 136
0, 103, 190
1, 89, 52
0, 108, 182
1, 77, 136
1, 99, 187
-1, 128, 133
0, 88, 76
-1, 34, 29
1, 51, 32
0, 98, 120
-1, 123, 11
-1, 81, 142
0, 122, 131
1, 96, 23
0, 64, 21
0, 143, 116
0, 62, 27
0, 28, 22
0, 10, 141
-1, 128, 87
0, 85, 158
1, 138, 187
1, 105, 133
0, 177, 87
0, 51, 115
-1, 113, 89
-1, 35, 156
1, 63, 192
0, 105, 69
-1, 35, 111
1, 109, 99
0, 80, 111
0, 115, 61
1, 43, 72
-1, 135, 0
-1, 63, 168
1, 57, 15
1, 129, 140
-1, 117, 19
1, 167, 164
-1, 188, 142
-1, 76, 158
-1, 187, 73
-1, 145, 96
1, 89, 11
1, 175, 74
0, 13, 81
0, 23, 145
-1, 106, 63
-1, 119, 101
-1, 54, 118
1, 62, 70
-1, 160, 32
-1, 186, 37
1, 52, 82
-1, 106, 150
-1, 113, 3
-1, 103, 113
-1, 131, 192
1, 169, 66
0, 173, 7
1, 159, 83
0, 44, 178
1, 123, 14
0, 108, 109
0, 36, 101
-1, 83, 22
0, 54, 179
0, 129, 42
0, 20, 65
0, 182, 98
0, 89, 181
0, 179, 136
0, 46, 105
-1, 36, 24
1, 60, 134
-1, 93, 134
-1, 48, 131
-1, 9, 71
-1, 42, 69
-1, 16, 42
-1, 22, 195
-1, 57, 31
1, 174, 95
-1, 49, 184
-1, 181, 163
-1, 187, 80
1, 4, 156
0, 34, 23
1, 7, 89
0, 113, 154
0, 46, 100
1, 175, 162
0, 184, 158
0, 48, 172
0, 154, 4
0, 182, 138
0, 68, 171
0, 130, 2
0, 162, 69
0, 191, 1
1, 170, 136
1, 19, 148
-1, 55, 26
-1, 3, 133
0, 51, 149
1, 18, 169
1, 150, 112
-1, 168, 73
0, 132, 80
-1, 128, 120
1, 52, 31
0, 78, 185
-1, 135, 106
0, 182, 147
-1, 92, 152
-1, 169, 151
-1, 8, 16
1, 84, 40
0, 181, 164
-1, 45, 44
1, 162, 5
-1, 57, 63
-1, 104, 125
-1, 79, 164
1, 30, 148
1, 130, 43
1, 19, 81
-1, 40, 134
1, 154, 185
1, 164, 44
0, 60, 69
-1, 107, 120
1, 51, 16
-1, 193, 93
1, 76, 107
-1, 39, 130
-1, 95, 167
-1, 174, 195
-1, 56, 161
-1, 129, 189
-1, 101, 151
-1, 132, 124
-1, 35, 168
-1, 165, 138
-1, 58, 156
-1, 142, 136
-1, 3, 92
-1, 49, 20
-1, 5, 144
-1, 167, 104
1, 77, 142
-1, 30, 12
-1, 114, 116
1, 157, 30
-1, 45, 43
-1, 172, 162
1, 68, 155
-1, 147, 163
-1, 76, 66
1, 7, 67
1, 64, 63
1, 15, 28
-1, 116, 96
-1, 134, 162
-1, 146, 6
-1, 8, 76
1, 39, 46
1, 145, 87
1, 139, 140
1, 177, 173
1, 97, 4
1, 56, 43
1, 49, 103
0, 132, 156
1, 68, 22
1, 171, 121
1, 97, 152
-1, 53, 89
1, 183, 89
1, 28, 16
1, 137, 102
1, 134, 178
1, 134, 105
1, 188, 140
1, 106, 52
1, 181, 12
1, 44, 189
1, 18, 190
1, 105, 21
1, 122, 78
1, 15, 121
1, 102, 151
1, 182, 109
1, 15, 103
1, 118, 184
1, 159, 49
1, 58, 31
1, 10, 91
1, 153, 177
1, 139, 112
1, 12, 21
1, 181, 140
1, 158, 141
1, 14, 122
1, 69, 102
1, 6, 108
1, 95, 64
1, 129, 107
1, 25, 13
1, 57, 23
1, 3, 42
1, 71, 68
1, 92, 18
1, 71, 29
1, 130, 32
1, 4, 8
1, 69, 96
1, 13, 96
1, 48, 166
1, 164, 25
1, 86, 166
1, 145, 153
1, 128, 105
1, 191, 69
1, 123, 146
1, 8, 157
-1, 163, 17
-1, 5, 188
-1, 14, 78
-1, 99, 44
-1, 105, 77
-1, 31, 70
1, 14, 148
1, 165, 115
1, 147, 81
1, 105, 59
-1, 134, 53
-1, 119, 151
1, 119, 12
1, 84, 169
1, 54, 177
1, 28, 187
-1, 80, 189
1, 137, 138
-1, 117, 62
1, 85, 99
-1, 106, 22
-1, 48, 82
-1, 186, 13
1, 117, 182
-1, 181, 29
1, 33, 89
1, 96, 6
1, 117, 81
-1, 57, 39
0, 5, 182
0, 195, 157
1, 74, 174
-1, 168, 125
1, 179, 93
1, 54, 160
1, 64, 97
-1, 190, 114
-1, 130, 127
1, 194, 44
1, 88, 100
0, 44, 109
0, 24, 115
-1, 6, 68
-1, 183, 0
-1, 53, 33
-1, 40, 19
-1, 8, 54
-1, 190, 155
0, 170, 193
1, 40, 8
1, 93, 57
1, 181, 174
1, 95, 65
-1, 84, 29
1, 103, 71
-1, 151, 158
1, 55, 82
1, 140, 133
-1, 22, 130
-1, 42, 180
-1, 74, 60
-1, 71, 38
-1, 8, 80
-1, 169, 151
-1, 130, 95
1, 26, 64
-1, 9, 36
1, 48, 71
0, 90, 66
-1, 114, 154
1, 142, 43
0, 182, 126
-1, 117, 57
-1, 48, 129
1, 47, 72
1, 41, 31
1, 165, 137
1, 169, 11
1, 120, 79
-1, 74, 1
-1, 98, 57
0, 128, 172
1, 151, 138
1, 140, 142
-1, 79, 0
0, 32, 168
1, 142, 123
0, 48, 68
1, 35, 139
-1, 34, 188
1, 87, 166
-1, 157, 192
1, 185, 144
1, 167, 65
-1, 156, 117
1, 165, 134
1, 191, 63
-1, 109, 30
1, 196, 67
-1, 137, 67
-1, 131, 35
1, 106, 187
0, 22, 167
1, 193, 124
-1, 139, 27
1, 26, 139
-1, 11, 121
-1, 23, 120
-1, 146, 170
-1, 178, 129
1, 89, 185
1, 53, 121
1, 11, 92
1, 54, 59
-1, 28, 127
1, 154, 20
1, 167, 2
-1, 45, 68
-1, 172, 134
1, 185, 9
1, 151, 168
-1, 155, 164
-1, 191, 3
-1, 145, 125
-1, 157, 140
-1, 97, 76
-1, 16, 29
-1, 113, 156
1, 128, 186
-1, 34, 6
-1, 90, 118
-1, 31, 149
-1, 155, 157
1, 124, 48
-1, 125, 38
1, 35, 174
-1, 82, 70
-1, 169, 71
-1, 15, 52
-1, 83, 75
1, 40, 16
-1, 8, 44
-1, 116, 4
1, 32, 83
1, 38, 157
-1, 108, 52
1, 143, 87
-1, 151, 107
1, 164, 51
1, 142, 80
1, 125, 102
-1, 53, 165
-1, 146, 0
-1, 178, 0
-1, 157, 80
-1, 152, 44
1, 23, 154
-1, 140, 4
1, 27, 77
-1, 186, 189
-1, 161, 105
1, 147, 160
1, 67, 113
-1, 44, 25
0, 25, 114
1, 121, 49
-1, 9, 152
0, 104, 178
1, 68, 7
1, 118, 71
1, 183, 92
-1, 31, 59
-1, 137, 184
1, 190, 187
1, 130, 161
-1, 178, 55
-1, 133, 8
1, 92, 34
1, 72, 147
-1, 127, 79
-1, 155, 161
1, 149, 76
-1, 84, 165
-1, 195, 104
1, 12, 49
-1, 6, 109
-1, 111, 44
1, 150, 96
-1, 157, 83
1, 15, 179
-1, 76, 15
0, 145, 28
-1, 75, 87
0, 170, 85
-1, 186, 34
0, 123, 178
1, 90, 133
0, 151, 103
1, 101, 180
-1, 68, 2
0, 60, 138
-1, 51, 145
-1, 150, 140
1, 13, 148
1, 33, 115
-1, 9, 179
1, 128, 129
-1, 9, 95
1, 78, 39
-1, 141, 96
-1, 39, 29
0, 97, 175
-1, 9, 167
-1, 57, 30
-1, 16, 143
1, 152, 113
-1, 138, 18
1, 29, 148
1, 177, 31
-1, 163, 78
1, 103, 26
-1, 155, 83
0, 93, 91
0, 151, 129
0, 17, 16
0, 172, 33
0, 119, 54
0, 124, 122
-1, 119, 54
-1, 124, 122
-1, 82, 61
-1, 167, 99
-1, 195, 128
-1, 168, 87
-1, 83, 115
-1, 143, 139
-1, 160, 148
-1, 186, 113
-1, 188, 46
-1, 124, 12
0, 77, 125
1, 156, 48
1, 190, 55
1, 121, 69
-1, 58, 114
1, 74, 8
-1, 191, 27
0, 93, 143
-1, 17, 11
-1, 193, 114
1, 92, 81
-1, 55, 105
1, 188, 169
-1, 13, 131
1, 30, 133
1, 92, 155
1, 108, 123
1, 149, 7
1, 123, 31
1, 47, 20
-1, 31, 117
1, 130, 188
0, 92, 45
1, 9, 50
-1, 178, 80
1, 23, 40
-1, 25, 3
1, 7, 79
-1, 107, 102
-1, 31, 22
1, 44, 13
1, 4, 91
1, 19, 96
1, 159, 55
1, 105, 73
-1, 25, 194
1, 149, 137
-1, 37, 158
1, 19, 127
1, 30, 103
1, 196, 171
1, 162, 2
-1, 50, 26
1, 61, 47
-1, 141, 92
1, 14, 127
-1, 83, 107
1, 47, 28
-1, 31, 104
1, 183, 164
-1, 44, 138
1, 68, 93
-1, 136, 165
-1, 8, 36
0, 84, 185
0, 107, 173
-1, 147, 39
1, 37, 28
1, 25, 79
1, 151, 173
-1, 107, 77
1, 185, 74
1, 86, 26
-1, 79, 139
-1, 160, 88
1, 65, 9
-1, 23, 22
1, 66, 159
1, 28, 111
1, 109, 6
1, 94, 56
-1, 35, 184
1, 140, 169
-1, 186, 188
1, 32, 137
-1, 67, 101
-1, 135, 167
-1, 146, 84
1, 17, 42
-1, 142, 77
1, 196, 152
-1, 34, 7
1, 7, 8
1, 24, 81
1, 50, 23
-1, 168, 30
1, 47, 83
-1, 9, 179
-1, 122, 132
1, 46, 169
-1, 9, 125
-1, 19, 131
1, 192, 11
-1, 145, 182
1, 135, 71
0, 171, 21
0, 192, 6
1, 132, 163
-1, 81, 164
-1, 104, 194
-1, 128, 140
-1, 140, 177
-1, 21, 39
1, 113, 185
1, 107, 121
1, 41, 45
1, 51, 113
-1, 158, 105
-1, 29, 42
0, 129, 185
-1, 127, 105
-1, 80, 154
-1, 80, 175
1, 53, 16
-1, 137, 93
-1, 9, 152
-1, 193, 179
1, 71, 16
1, 167, 45
0, 53, 18
-1, 171, 78
-1, 58, 151
-1, 157, 91
1, 81, 100
-1, 106, 41
1, 127, 148
1, 76, 50
1, 196, 35
-1, 118, 26
-1, 128, 189
1, 4, 66
1, 151, 168
-1, 186, 79
1, 102, 1
-1, 153, 116
1, 29, 182
1, 152, 168
0, 74, 37
0, 12, 82
-1, 132, 151
1, 95, 166
-1, 74, 140
1, 61, 136
1, 48, 156
-1, 8, 33
1, 19, 73
-1, 57, 184
1, 104, 158
-1, 141, 43
-1, 23, 158
1, 134, 50
-1, 74, 129
-1, 100, 33
-1, 132, 195
1, 175, 157
-1, 141, 29
-1, 45, 16
-1, 82, 77
1, 135, 111
1, 89, 188
-1, 168, 122
-1, 20, 54
-1, 62, 130
1, 34, 161
0, 28, 12
0, 128, 129
0, 22, 57
-1, 182, 84
1, 140, 128
-1, 92, 91
-1, 155, 120
0, 129, 22
0, 105, 94
-1, 32, 4
1, 119, 158
0, 29, 54
0, 115, 144
1, 30, 25
0, 180, 161
-1, 6, 94
-1, 97, 159
-1, 179, 2
1, 173, 107
1, 91, 80
-1, 44, 144
0, 191, 156
1, 196, 28
1, 145, 117
-1, 40, 118
1, 85, 110
1, 127, 109
1, 103, 7
0, 191, 188
1, 125, 17
1, 167, 92
1, 26, 134
1, 61, 40
1, 76, 152
0, 193, 136
1, 94, 38
-1, 168, 66
-1, 138, 96
0, 191, 25
-1, 62, 149
-1, 117, 159
-1, 110, 170
1, 49, 40
-1, 196, 96
-1, 47, 99
-1, 63, 150
-1, 65, 175
-1, 69, 162
1, 159, 184
-1, 3, 89
-1, 138, 70
1, 84, 134
1, 85, 34
-1, 92, 32
1, 66, 17
-1, 93, 24
-1, 45, 134
-1, 53, 135
-1, 160, 62
-1, 142, 1
-1, 6, 193
1, 108, 36
-1, 29, 181
1, 84, 163
1, 69, 188
-1, 108, 87
-1, 111, 154
1, 20, 72
1, 32, 23
1, 68, 15
1, 38, 188
1, 89, 122
-1, 78, 151
1, 18, 173
1, 24, 82
-1, 123, 174
1, 190, 68
1, 68, 59
-1, 85, 93
1, 67, 73
-1, 188, 94
1, 129, 125
1, 116, 119
-1, 7, 153
-1, 73, 135
1, 22, 81
1, 60, 88
1, 32, 20
-1, 65, 26
-1, 100, 13
-1, 157, 23
1, 88, 178
1, 166, 171
1, 117, 191
1, 43, 122
1, 93, 110
1, 159, 43
-1, 159, 164
-1, 110, 149
1, 148, 190
1, 128, 187
0, 164, 62
-1, 152, 113
1, 98, 115
1, 68, 34
-1, 79, 45
-1, 35, 83
1, 39, 13
1, 116, 145
1, 180, 160
-1, 31, 74
-1, 38, 140
-1, 146, 12
-1, 86, 91
-1, 62, 140
-1, 126, 42
-1, 82, 185
-1, 85, 84
-1, 127, 155
-1, 86, 190
-1, 33, 38
-1, 37, 69
-1, 61, 54
-1, 129, 172
-1, 22, 157
-1, 12, 129
-1, 40, 148
-1, 173, 33
-1, 65, 156
-1, 121, 107
-1, 100, 60
-1, 113, 42
-1, 58, 112
-1, 149, 104
-1, 181, 69
-1, 47, 48
-1, 108, 165
-1, 52, 19
-1, 139, 141
-1, 194, 37
-1, 167, 97
-1, 150, 156
-1, 140, 49
-1, 46, 77
-1, 29, 121
-1, 140, 68
-1, 97, 126
-1, 195, 34
-1, 146, 143
-1, 194, 5
-1, 57, 60
-1, 40, 76
-1, 151, 67
-1, 8, 29
-1, 9, 35
-1, 31, 60
-1, 79, 146
-1, 168, 32
-1, 11, 162
0, 109, 87
1, 135, 31
0, 177, 30
0, 175, 102
1, 50, 82
1, 89, 121
-1, 194, 164
1, 101, 97
-1, 41, 152
1, 140, 130
0, 17, 100
-1, 144, 2
1, 115, 99
1, 133, 192
1, 145, 178
1, 186, 4
1, 99, 64
1, 173, 167
1, 11, 153
1, 66, 111
1, 132, 90
1, 159, 27
1, 134, 191
1, 34, 26
1, 43, 83
1, 12, 107
1, 128, 24
1, 77, 46
1, 0, 150
1, 166, 109
1, 57, 142
1, 35, 9
1, 143, 29
1, 155, 152
1, 194, 160
1, 13, 42
1, 128, 15
1, 158, 56
1, 135, 39
1, 6, 73
1, 166, 76
1, 112, 58
1, 118, 87
1, 128, 122
1, 119, 126
1, 127, 30
1, 10, 70
1, 107, 81
1, 93, 50
1, 56, 1
1, 88, 133
1, 26, 43
1, 117, 12
1, 171, 77
1, 180, 150
1, 63, 166
1, 4, 57
1, 115, 13
1, 55, 158
1, 186, 15
0, 134, 75
0, 24, 131
1, 170, 109
0, 196, 96
0, 109, 70
-1, 84, 151
0, 114, 181
-1, 38, 166
1, 148, 92
1, 41, 13
-1, 97, 70
1, 104, 75
-1, 72, 195
0, 150, 140
1, 141, 97
0, 62, 189
1, 4, 34
-1, 92, 32
0, 52, 5
-1, 139, 176
1, 56, 23
1, 153, 128
1, 43, 58
-1, 180, 7
0, 104, 151
0, 10, 17
-1, 34, 26
-1, 178, 24
1, 29, 153
-1, 11, 138
1, 196, 104
1, 74, 123
1, 79, 171
1, 163, 63
1, 74, 86
0, 46, 170
-1, 24, 73
1, 122, 190
-1, 81, 171
1, 182, 43
1, 152, 86
1, 184, 19
1, 92, 30
-1, 187, 96
-1, 53, 169
1, 119, 155
1, 59, 113
0, 149, 84
0, 47, 65
1, 44, 178
1, 140, 9
-1, 100, 94
1, 104, 158
1, 104, 73
-1, 41, 143
-1, 113, 64
1, 142, 91
-1, 60, 181
1, 96, 147
1, 38, 187
-1, 134, 53
-1, 41, 18
-1, 63, 76
1, 20, 156
-1, 96, 76
-1, 173, 26
-1, 87, 53
-1, 107, 86
-1, 180, 13
1, 125, 25
-1, 171, 30
-1, 22, 41
1, 185, 193
1, 43, 136
-1, 104, 61
1, 93, 45
-1, 185, 177
-1, 124, 194
-1, 24, 106
1, 101, 40
-1, 163, 185
1, 161, 66
1, 104, 59
1, 148, 63
-1, 65, 179
-1, 40, 141
-1, 157, 153
-1, 172, 63
-1, 17, 116
-1, 57, 193
-1, 50, 83
-1, 66, 47
-1, 187, 122
-1, 33, 26
-1, 185, 45
-1, 61, 181
-1, 169, 156
-1, 117, 73
-1, 179, 127
-1, 33, 105
-1, 157, 13
1, 40, 127
1, 17, 76
1, 25, 16
1, 171, 5
1, 22, 104
1, 14, 148
1, 55, 76
1, 87, 107
1, 124, 60
1, 1, 183
1, 194, 88
1, 114, 58
1, 90, 139
1, 31, 108
1, 81, 149
1, 63, 106
1, 81, 160
1, 122, 17
1, 166, 86
1, 166, 136
1, 117, 47
1, 37, 15
1, 184, 191
1, 109, 30
1, 140, 77
1, 35, 57
1, 31, 51
1, 113, 56
1, 93, 187
1, 66, 144
1, 108, 25
1, 140, 119
1, 124, 67
1, 60, 126
1, 189, 103
1, 166, 176
1, 37, 101
1, 78, 55
1, 26, 39
1, 128, 43
1, 80, 38
1, 83, 72
1, 0, 193
1, 181, 29
1, 188, 157
1, 30, 104
1, 184, 34
1, 60, 194
1, 2, 139
1, 133, 149
1, 8, 17
1, 90, 47
1, 125, 140
1, 164, 109
1, 195, 30
1, 23, 35
1, 22, 78
1, 26, 55
-1, 78, 30
-1, 5, 23
-1, 153, 94
-1, 84, 63
-1, 114, 55
-1, 160, 91
-1, 110, 123
-1, 129, 178
-1, 81, 161
-1, 52, 99
-1, 6, 52
-1, 14, 8
-1, 90, 4
-1, 189, 97
-1, 71, 103
-1, 76, 171
-1, 67, 15
-1, 138, 45
-1, 137, 35
-1, 163, 18
-1, 132, 191
-1, 20, 71
-1, 130, 46
-1, 177, 156
-1, 122, 153
-1, 58, 111
-1, 44, 68
-1, 2, 144
-1, 23, 153
-1, 141, 55
-1, 143, 122
-1, 1, 119
-1, 181, 115
-1, 185, 104
-1, 165, 4
-1, 42, 83
-1, 117, 165
-1, 62, 174
-1, 147, 175
-1, 196, 6
-1, 95, 161
-1, 47, 1
-1, 59, 7
-1, 145, 43
-1, 116, 53
-1, 24, 178
-1, 99, 71
-1, 114, 60
-1, 18, 36
-1, 8, 115
-1, 122, 92
-1, 114, 55
-1, 6, 22
1, 76, 32
1, 168, 79
1, 139, 102
1, 194, 136
1, 89, 78
1, 65, 77
1, 167, 177
1, 57, 184
1, 16, 111
1, 87, 93
1, 26, 171
1, 138, 180
1, 84, 106
1, 48, 170
1, 66, 96
1, 76, 59
1, 162, 142
1, 135, 13
1, 33, 47
1, 169, 124
1, 69, 80
1, 13, 159
1, 51, 92
1, 109, 90
1, 157, 14
1, 17, 85
1, 66, 118
1, 142, 64
1, 185, 115
1, 12, 43
1, 176, 114
1, 187, 126
1, 31, 155
1, 21, 83
1, 2, 34
1, 188, 60
1, 150, 151
1, 28, 133
1, 136, 172
1, 143, 194
1, 49, 89
1, 54, 77
1, 184, 65
1, 8, 49
1, 27, 180
1, 42, 96
1, 189, 22
1, 138, 59
1, 70, 135
1, 46, 13
1, 22, 76
1, 40, 118
1, 125, 96
1, 129, 109
1, 146, 67
1, 168, 47
1, 36, 178
1, 62, 114
1, 88, 10
1, 11, 49
1, 142, 181
1, 168, 84
1, 97, 85
1, 161, 186
1, 141, 139
1, 37, 18
1, 7, 24
1, 111, 28
1, 43, 122
1, 49, 50
1, 142, 30
1, 38, 148
1, 150, 76
1, 114, 95
1, 191, 193
1, 52, 48
1, 42, 156
1, 117, 131
1, 104, 0
1, 187, 65
1, 123, 53
1, 30, 165
1, 32, 135
1, 79, 154
1, 6, 21
1, 137, 116
1, 114, 96
1, 76, 35
1, 58, 20
1, 71, 66
1, 162, 67
1, 114, 2
1, 36, 25
1, 147, 13
1, 33, 27
1, 56, 118
1, 167, 114
1, 166, 18
1, 59, 111
1, 147, 95
1, 97, 48
1, 43, 117
1, 51, 147
1, 64, 123
1, 181, 32
1, 142, 20
